Name,City,District,Type,BestTimeToVisit
Manakamana Temple,Gorkha,Gorkha,Historical,All Year
Rangeli,Morang,Morang,Religious,Spring
Panchakanya Hill,Dhading,Dhading,Historical,All Year
Tamang Heritage Trail,Rasuwa,Rasuwa,Wildlife,Winter
Chandannath Temple,Jajarkot,Jajarkot,Cultural,Autumn
Chainpur Bazaar,Dhading,Dhading,Religious,Monsoon
Dhulikhel View Tower,Kavrepalanchok,Kavrepalanchok,Adventure,All Year
Gahawa Mai Temple,Kapilvastu,Kapilvastu,Wildlife,Monsoon
Jaleshwor Mahadev Temple,Mahottari,Mahottari,Historical,Monsoon
Ram Mandir,Kathmandu,Kathmandu,Historical,Autumn
Bhairabi Temple,Dolakha,Dolakha,Wildlife,Monsoon
Sarangkot,Kaski,Kaski,Religious,Winter
Nuwakot Trishuli Dam,Nuwakot,Nuwakot,Adventure,Autumn
Syarpu Lake,Kaski,Kaski,Religious,Monsoon
Thakurdwara,Bardiya,Bardiya,Wildlife,All Year
Bungamati Village,Lalitpur,Lalitpur,Wildlife,All Year
World Peace Pagoda,Kaski,Kaski,Cultural,Autumn
Deurali Gumba,Syangja,Syangja,Historical,Monsoon
Pakhure Pokhari,Syangja,Syangja,Cultural,Winter
Nuwakot Trishuli Dam,Nuwakot,Nuwakot,Adventure,Winter
Bungamati Village,Lalitpur,Lalitpur,Religious,Autumn
Hetauda Martyrs Park,Makwanpur,Makwanpur,Wildlife,Spring
Tila River Valley,Jumla,Jumla,Cultural,All Year
Numbur Cheese Circuit,Ramechhap,Ramechhap,Natural,Spring
Khaireni Hill,Chitwan,Chitwan,Natural,Autumn
Rara Lake,Mugu,Mugu,Cultural,Spring
Okhaldhunga Memorial Park,Okhaldhunga,Okhaldhunga,Religious,Spring
Gaurishankar Conservation Area,Dolakha,Dolakha,Natural,All Year
Barpak Village,Gorkha,Gorkha,Cultural,All Year
Rani Pokhari,Kathmandu,Kathmandu,Natural,Monsoon
Pashupatinath Temple,Kathmandu,Kathmandu,Historical,All Year
Garden of Dreams,Kathmandu,Kathmandu,Natural,Autumn
Muktinath Temple,Mustang,Mustang,Adventure,Winter
Tengboche Monastery,Solukhumbu,Solukhumbu,Adventure,Autumn
Musikot,Rukum,Rukum,Religious,All Year
Ghodepani,Kaski,Kaski,Natural,Spring
Koshi Tappu Wildlife Reserve,Sunsari,Sunsari,Cultural,Winter
Rani Mahal,Palpa,Palpa,Adventure,Monsoon
Chhintang,Sankhuwasabha,Sankhuwasabha,Wildlife,Autumn
Nuwakot Trishuli Dam,Nuwakot,Nuwakot,Adventure,Spring
Kulekhani Reservoir,Makwanpur,Makwanpur,Wildlife,Monsoon
Boudhanath Stupa,Kathmandu,Kathmandu,Historical,Monsoon
Bhedetar Zipline,Dhankuta,Dhankuta,Adventure,Autumn
Bhedetar View Tower,Dhankuta,Dhankuta,Natural,Winter
Baraha Kshetra,Sunsari,Sunsari,Natural,Spring
Aathbish Danda,Lamjung,Lamjung,Natural,All Year
Bhairahawa Buddha Park,Rupandehi,Rupandehi,Religious,Monsoon
Dhulikhel View Tower,Kavrepalanchok,Kavrepalanchok,Natural,Autumn
Tamang Heritage Trail,Rasuwa,Rasuwa,Natural,Monsoon
Khaireni Hill,Chitwan,Chitwan,Natural,Monsoon
Sundarijal,Kathmandu,Kathmandu,Adventure,Spring
Kangchenjunga Base Camp,Taplejung,Taplejung,Wildlife,Autumn
Bungamati Village,Lalitpur,Lalitpur,Cultural,Spring
Dudh Kunda,Sankhuwasabha,Sankhuwasabha,Cultural,Spring
Gokyo Lakes,Solukhumbu,Solukhumbu,Natural,Monsoon
Salyan Khalanga,Salyan,Salyan,Cultural,Spring
Ashoka Pillar,Rupandehi,Rupandehi,Cultural,Winter
Everest Base Camp,Solukhumbu,Solukhumbu,Adventure,All Year
Tansen Bazaar,Palpa,Palpa,Religious,Autumn
Nuwakot Trishuli Dam,Nuwakot,Nuwakot,Adventure,Monsoon
Gosaikunda,Rasuwa,Rasuwa,Historical,Winter
Jakhera Tal,Unknown,Unknown,Religious,Winter
Ashoka Pillar,Rupandehi,Rupandehi,Cultural,Monsoon
Khaptad National Park,Doti,Doti,Religious,Autumn
Baraha Pokhari,Sankhuwasabha,Sankhuwasabha,Religious,Winter
Pulchowki Hill,Lalitpur,Lalitpur,Wildlife,Spring
Ram Mandir,Kathmandu,Kathmandu,Natural,Autumn
Lete,Mustang,Mustang,Cultural,All Year
Maula Kalika Temple,Parbat,Parbat,Religious,All Year
Rani Pokhari,Kathmandu,Kathmandu,Natural,Winter
Jomsom,Mustang,Mustang,Cultural,Winter
Khaptad Baba Ashram,Doti,Doti,Adventure,Autumn
Bhairahawa Buddha Park,Rupandehi,Rupandehi,Wildlife,Winter
Teku Dobhan,Unknown,Unknown,Adventure,Spring
Kalinchowk,Dolakha,Dolakha,Adventure,Spring
Birgunj Clock Tower,Parsa,Parsa,Wildlife,Winter
Tilicho Lake,Manang,Manang,Wildlife,Monsoon
Panchthar Tea Garden,Panchthar,Panchthar,Natural,Spring
Khopra Danda,Syangja,Syangja,Adventure,Autumn
Lamjung Himal Base Camp,Lamjung,Lamjung,Historical,Spring
Salyan Khalanga,Salyan,Salyan,Cultural,Autumn
Maula Kalika Temple,Parbat,Parbat,Wildlife,Monsoon
Ghodaghodi Lake,Kailali,Kailali,Wildlife,All Year
International Mountain Museum,Kaski,Kaski,Historical,Monsoon
Sailung,Dolakha,Dolakha,Natural,All Year
Dudh Kunda,Sankhuwasabha,Sankhuwasabha,Wildlife,Winter
Langtang National Park,Rasuwa,Rasuwa,Wildlife,Winter
Kali Gandaki Gorge,Myagdi,Myagdi,Cultural,Autumn
Baraha Kshetra,Sunsari,Sunsari,Religious,Spring
Koshi Barrage,Saptari,Saptari,Wildlife,Monsoon
Ram Mandir,Kathmandu,Kathmandu,Adventure,Spring
Naag Pokhari,Kathmandu,Kathmandu,Adventure,Monsoon
Arun Valley,Sankhuwasabha,Sankhuwasabha,Religious,Spring
Laprak,Gorkha,Gorkha,Natural,All Year
Deurali Gumba,Syangja,Syangja,Cultural,Winter
Kamalbari Lake,Myagdi,Myagdi,Wildlife,Winter
Champadevi Hill,Kathmandu,Kathmandu,Cultural,All Year
Siddhi Binayak,Kathmandu,Kathmandu,Adventure,Monsoon
Tatopani Hot Spring,Myagdi,Myagdi,Adventure,All Year
Bhimsen Temple,Bhaktapur,Bhaktapur,Religious,Monsoon
Chhimkeshwori,Dhading,Dhading,Religious,Monsoon
Arun Valley,Sankhuwasabha,Sankhuwasabha,Natural,Spring
Rupa Lake,Kaski,Kaski,Cultural,Autumn
Ringmo Village,Dolpa,Dolpa,Adventure,All Year
Sarangkot,Kaski,Kaski,Natural,Autumn
Trishuli River View,Nuwakot,Nuwakot,Wildlife,Spring
Numbur Cheese Circuit,Ramechhap,Ramechhap,Natural,Spring
Panauti,Kavrepalanchok,Kavrepalanchok,Natural,All Year
Nagarjun Forest,Kathmandu,Kathmandu,Natural,Winter
Belbari Forest,Morang,Morang,Cultural,Winter
Gorkha Museum,Gorkha,Gorkha,Wildlife,Monsoon
Kagbeni,Mustang,Mustang,Adventure,Spring
Kapuche Glacier Lake,Dolpa,Dolpa,Natural,Autumn
Dharan Clock Tower,Sunsari,Sunsari,Historical,Winter
Elephant Breeding Center,Chitwan,Chitwan,Religious,Monsoon
Dharan Clock Tower,Sunsari,Sunsari,Natural,All Year
Kanyam Tea Garden,Ilam,Ilam,Historical,All Year
Diktel Bazaar,Khotang,Khotang,Wildlife,Monsoon
Nepalgunj,Banke,Banke,Cultural,All Year
Swargadwari,Pyuthan,Pyuthan,Wildlife,Monsoon
Sirubari,Syangja,Syangja,Historical,Monsoon
Garden of Dreams,Kathmandu,Kathmandu,Religious,All Year
Khaireni Hill,Chitwan,Chitwan,Natural,Autumn
Numbur Cheese Circuit,Ramechhap,Ramechhap,Cultural,Winter
Api Base Camp,Darchula,Darchula,Adventure,All Year
Bhairav Kunda,Sindhupalchok,Sindhupalchok,Religious,Monsoon
Tengboche Monastery,Solukhumbu,Solukhumbu,Religious,Monsoon
Pakuwal Lake,Sunsari,Sunsari,Adventure,Spring
Tallo Dungeshwor,Dhading,Dhading,Adventure,Spring
Bindhyabasini Temple,Kaski,Kaski,Cultural,Spring
Bindabasini Temple (Bandipur),Tanahun,Tanahun,Religious,Spring
Chamunda Temple,Sindhupalchok,Sindhupalchok,Natural,Spring
Kharpunath,Darchula,Darchula,Religious,Monsoon
Siruwa Pokhari,Makwanpur,Makwanpur,Cultural,Winter
Bhedetar View Tower,Dhankuta,Dhankuta,Historical,All Year
Dhulikhel View Tower,Kavrepalanchok,Kavrepalanchok,Adventure,Monsoon
Mohare Danda,Syangja,Syangja,Natural,All Year
Maula Kalika Temple,Parbat,Parbat,Cultural,Monsoon
Thakurdwara,Bardiya,Bardiya,Adventure,All Year
Kamalbari Lake,Myagdi,Myagdi,Historical,All Year
Silichho Peak,Dolakha,Dolakha,Cultural,Monsoon
Gupteshwor Cave,Kaski,Kaski,Historical,Spring
Birgunj Clock Tower,Parsa,Parsa,Cultural,Winter
Champadevi Hill,Kathmandu,Kathmandu,Religious,Winter
Chandannath Temple,Jajarkot,Jajarkot,Historical,Monsoon
Dudh Kunda,Sankhuwasabha,Sankhuwasabha,Cultural,Winter
Rishikesh Complex (Devghat),Nawalpur,Nawalpur,Historical,Winter
Kalinchowk,Dolakha,Dolakha,Historical,All Year
Diktel Bazaar,Khotang,Khotang,Cultural,Monsoon
Syarpu Lake,Kaski,Kaski,Natural,Autumn
Temke Dada,Sankhuwasabha,Sankhuwasabha,Historical,Monsoon
Lete,Mustang,Mustang,Wildlife,Spring
Maipokhari,Ilam,Ilam,Cultural,Spring
Api Base Camp,Darchula,Darchula,Wildlife,Autumn
Salpa Pokhari,Dolakha,Dolakha,Historical,Autumn
Piple Hill,Kailali,Kailali,Cultural,Winter
Champadevi Hill,Kathmandu,Kathmandu,Religious,Autumn
Dhaulagiri Base Camp,Myagdi,Myagdi,Cultural,Winter
Jaleshwor Mahadev Temple,Mahottari,Mahottari,Historical,Autumn
Ramaroshan Wetland,Achham,Achham,Religious,Monsoon
Panauti,Kavrepalanchok,Kavrepalanchok,Religious,Monsoon
Piple Hill,Kailali,Kailali,Adventure,Spring
Chhahara Waterfall,Rukum,Rukum,Adventure,All Year
Kalinchowk,Dolakha,Dolakha,Adventure,Monsoon
Manakamana Temple,Gorkha,Gorkha,Religious,Autumn
Bindhyabasini Temple,Kaski,Kaski,Natural,Monsoon
Bhaktapur Durbar Square,Bhaktapur,Bhaktapur,Wildlife,Monsoon
Shivapuri Nagarjun National Park,Kathmandu,Kathmandu,Religious,Winter
Bungamati Village,Lalitpur,Lalitpur,Wildlife,Spring
Chhimkeshwori Hill,Dhading,Dhading,Cultural,Autumn
Nagarjun Forest,Kathmandu,Kathmandu,Cultural,All Year
Tengboche Monastery,Solukhumbu,Solukhumbu,Cultural,Winter
Kagbeni,Mustang,Mustang,Wildlife,Spring
Bhotekoshi Bungee Jump,Sindhupalchok,Sindhupalchok,Historical,Monsoon
Dudh Kunda,Sankhuwasabha,Sankhuwasabha,Wildlife,Winter
Ruru Kshetra,Gulmi,Gulmi,Cultural,Winter
Timal Danda,Unknown,Unknown,Religious,Monsoon
Salyan Khalanga,Salyan,Salyan,Wildlife,Winter
Simbuwa Khola Valley,Terhathum,Terhathum,Wildlife,Monsoon
Bhotekoshi Bungee Jump,Sindhupalchok,Sindhupalchok,Wildlife,Winter
Rani Pokhari,Kathmandu,Kathmandu,Natural,Monsoon
Mallaj,Myagdi,Myagdi,Religious,Monsoon
Chhintang,Sankhuwasabha,Sankhuwasabha,Religious,All Year
Lwang Ghalel Village,Lamjung,Lamjung,Wildlife,All Year
Champadevi Hill,Kathmandu,Kathmandu,Religious,All Year
Bhotekoshi Bungee Jump,Sindhupalchok,Sindhupalchok,Natural,Spring
Elephant Breeding Center,Chitwan,Chitwan,Religious,All Year
Langtang National Park,Rasuwa,Rasuwa,Wildlife,All Year
Ramdhuni Mandir,Sunsari,Sunsari,Religious,Monsoon
Baglung Kalika Temple,Baglung,Baglung,Historical,Monsoon
Bandipur,Tanahun,Tanahun,Natural,Monsoon
Barpak Village,Gorkha,Gorkha,Historical,All Year
Dhorpatan Hunting Reserve,Baglung,Baglung,Historical,Monsoon
Numbur Cheese Circuit,Ramechhap,Ramechhap,Adventure,Spring
Nuwakot Palace Complex,Nuwakot,Nuwakot,Wildlife,Spring
Davis Falls,Kaski,Kaski,Adventure,Spring
Maipokhari,Ilam,Ilam,Natural,All Year
Koshi Barrage,Saptari,Saptari,Religious,Autumn
Everest Base Camp,Solukhumbu,Solukhumbu,Natural,Autumn
Badhaiya Tal,Rukum,Rukum,Natural,Monsoon
Mahaboudha Temple,Kathmandu,Kathmandu,Historical,Winter
Guerrilla Trek,Rolpa,Rolpa,Religious,Autumn
Ghodaghodi Lake,Kailali,Kailali,Adventure,Monsoon
Ranighat Palace,Nawalpur,Nawalpur,Cultural,Spring
Chhintang,Sankhuwasabha,Sankhuwasabha,Historical,All Year
Bhojpur Bazaar,Bhojpur,Bhojpur,Cultural,Monsoon
Gahawa Mai Temple,Kapilvastu,Kapilvastu,Natural,All Year
Birgunj Clock Tower,Parsa,Parsa,Cultural,Winter
Dhaulagiri Base Camp,Myagdi,Myagdi,Natural,Autumn
Basantapur,Unknown,Unknown,Natural,Autumn
Bhojpur Bazaar,Bhojpur,Bhojpur,Natural,Spring
Badhaiya Tal,Rukum,Rukum,Cultural,Spring
Numbur Cheese Circuit,Ramechhap,Ramechhap,Historical,Spring
Api Base Camp,Darchula,Darchula,Religious,Spring
Sandakpur,Ilam,Ilam,Wildlife,All Year
Seti River Gorge,Doti,Doti,Cultural,All Year
Chobhar Gorge,Kathmandu,Kathmandu,Cultural,Autumn
Chepang Hill Trail,Chitwan,Chitwan,Religious,Winter
Tila River Valley,Jumla,Jumla,Historical,Spring
Basantapur,Unknown,Unknown,Adventure,Autumn
Simikot,Humla,Humla,Natural,Spring
Tila River Valley,Jumla,Jumla,Historical,Winter
Mahaboudha Temple,Kathmandu,Kathmandu,Wildlife,All Year
Baundeshwor Cave,Chitwan,Chitwan,Cultural,Winter
Sitalpati Market,Jhapa,Jhapa,Historical,Monsoon
Pulchowki Hill,Lalitpur,Lalitpur,Natural,Spring
Bungamati Village,Lalitpur,Lalitpur,Adventure,Winter
Maipokhari,Ilam,Ilam,Natural,Winter
Bajura Budhinanda Lake,Bajura,Bajura,Adventure,Spring
Dhulikhel View Tower,Kavrepalanchok,Kavrepalanchok,Religious,All Year
Boudhanath Stupa,Kathmandu,Kathmandu,Religious,All Year
Timal Danda,Unknown,Unknown,Cultural,All Year
Diktel Bazaar,Khotang,Khotang,Natural,Winter
Maya Devi Temple,Rupandehi,Rupandehi,Wildlife,Winter
Silichho Peak,Dolakha,Dolakha,Natural,Spring
Siruwa Pokhari,Makwanpur,Makwanpur,Cultural,Monsoon
Dhaulagiri Base Camp,Myagdi,Myagdi,Wildlife,Winter
Kharpunath,Darchula,Darchula,Natural,Winter
Tsho Rolpa Lake,Ramechhap,Ramechhap,Historical,Monsoon
Panchakanya Hill,Dhading,Dhading,Religious,Monsoon
Baglung Kalika Temple,Baglung,Baglung,Adventure,Spring
Bhotekoshi Bungee Jump,Sindhupalchok,Sindhupalchok,Religious,Winter
Ashoka Pillar,Rupandehi,Rupandehi,Adventure,Spring
Guerrilla Trek,Rolpa,Rolpa,Historical,Winter
Elephant Breeding Center,Chitwan,Chitwan,Wildlife,Monsoon
Shree Antu Sunrise Point,Ilam,Ilam,Cultural,Monsoon
Ram Mandir,Kathmandu,Kathmandu,Historical,Winter
Bageshwori Temple,Banke,Banke,Adventure,Monsoon
Hanuman Temple,Kathmandu,Kathmandu,Religious,Monsoon
Bungamati Village,Lalitpur,Lalitpur,Wildlife,Monsoon
Tatopani,Myagdi,Myagdi,Natural,Spring
Hiranya Varna Mahavihar,Kathmandu,Kathmandu,Religious,Spring
Panauti,Kavrepalanchok,Kavrepalanchok,Wildlife,Spring
Sundarijal,Kathmandu,Kathmandu,Cultural,Winter
Hanuman Temple,Kathmandu,Kathmandu,Historical,Spring
Salpa Pokhari,Dolakha,Dolakha,Wildlife,Spring
Chitwan National Park,Chitwan,Chitwan,Cultural,Spring
Bindabasini Temple (Bandipur),Tanahun,Tanahun,Wildlife,All Year
Rukumkot,Rukum,Rukum,Cultural,Spring
Manakamana Temple,Gorkha,Gorkha,Historical,Autumn
Tatopani,Myagdi,Myagdi,Cultural,Monsoon
Nagi Village,Myagdi,Myagdi,Religious,Spring
Kangchenjunga Base Camp,Taplejung,Taplejung,Historical,Monsoon
Bhaktapur Durbar Square,Bhaktapur,Bhaktapur,Adventure,Winter
Baundeshwor Cave,Chitwan,Chitwan,Historical,All Year
Tatopani,Myagdi,Myagdi,Natural,Winter
Kakrebihar,Kailali,Kailali,Religious,All Year
Khaptad Baba Ashram,Doti,Doti,Historical,Spring
Boudhanath Stupa,Kathmandu,Kathmandu,Cultural,All Year
Khopra Danda,Syangja,Syangja,Adventure,Spring
Patan Durbar Square,Lalitpur,Lalitpur,Historical,Spring
Maipokhari,Ilam,Ilam,Natural,Spring
World Peace Pagoda,Kaski,Kaski,Wildlife,Winter
Thakurdwara,Bardiya,Bardiya,Historical,Monsoon
Palung Valley,Makwanpur,Makwanpur,Adventure,Winter
Teku Dobhan,Unknown,Unknown,Cultural,Autumn
Salyan Khalanga,Salyan,Salyan,Religious,Autumn
Kagbeni,Mustang,Mustang,Historical,Autumn
Boudhanath Stupa,Kathmandu,Kathmandu,Natural,Monsoon
Pulchowki Hill,Lalitpur,Lalitpur,Historical,Winter
Baglung Kalika Temple,Baglung,Baglung,Religious,All Year
Jakhera Tal,Unknown,Unknown,Religious,Spring
Siddha Gufa,Palpa,Palpa,Adventure,Monsoon
Ruru Kshetra,Gulmi,Gulmi,Wildlife,Winter
Ramaroshan Wetland,Achham,Achham,Adventure,Winter
Khokana,Lalitpur,Lalitpur,Religious,Autumn
Manakamana Temple,Gorkha,Gorkha,Religious,Winter
Bhanbhane Pokhari,Okhaldhunga,Okhaldhunga,Cultural,Autumn
Tansen Bazaar,Palpa,Palpa,Wildlife,Spring
World Peace Pagoda,Kaski,Kaski,Adventure,Spring
Baraha Kshetra,Sunsari,Sunsari,Historical,Autumn
Baraha Kshetra,Sunsari,Sunsari,Cultural,Spring
Tamang Heritage Trail,Rasuwa,Rasuwa,Adventure,Autumn
Bhaktapur Durbar Square,Bhaktapur,Bhaktapur,Adventure,Autumn
Davis Falls,Kaski,Kaski,Religious,Spring
Lo Manthang,Mustang,Mustang,Natural,Spring
Sirubari,Syangja,Syangja,Religious,Autumn
Maula Kalika Temple,Parbat,Parbat,Adventure,Winter
Dharan Clock Tower,Sunsari,Sunsari,Historical,All Year
Silichho Peak,Dolakha,Dolakha,Religious,Autumn
Everest Base Camp,Solukhumbu,Solukhumbu,Cultural,Monsoon
Dhorpatan Hunting Reserve,Baglung,Baglung,Natural,Spring
Arun Valley,Sankhuwasabha,Sankhuwasabha,Cultural,Monsoon
Lamjung Himal Base Camp,Lamjung,Lamjung,Wildlife,Winter
Mallaj,Myagdi,Myagdi,Cultural,Winter
Tallo Dungeshwor,Dhading,Dhading,Wildlife,Winter
Pulchowki Hill,Lalitpur,Lalitpur,Adventure,All Year
Tallo Dungeshwor,Dhading,Dhading,Religious,Autumn
Dhorpatan Valley,Baglung,Baglung,Religious,Spring
Bardia National Park,Bardiya,Bardiya,Adventure,Spring
Charikot,Dolakha,Dolakha,Natural,Autumn
Palung Valley,Makwanpur,Makwanpur,Wildlife,Monsoon
Bhairav Kunda,Sindhupalchok,Sindhupalchok,Cultural,Monsoon
Teku Dobhan,Unknown,Unknown,Cultural,Spring
Khandadevi Temple,Ramechhap,Ramechhap,Cultural,Spring
Chandragiri Hills,Kathmandu,Kathmandu,Natural,All Year
Tila River Valley,Jumla,Jumla,Historical,All Year
Piple Hill,Kailali,Kailali,Adventure,All Year
Shuklaphanta National Park,Kailali,Kailali,Historical,Winter
Basantapur,Unknown,Unknown,Natural,All Year
Birgunj Clock Tower,Parsa,Parsa,Adventure,Spring
Elephant Breeding Center,Chitwan,Chitwan,Wildlife,All Year
Ashoka Pillar,Rupandehi,Rupandehi,Natural,Spring
Siddha Cave,Bajhang,Bajhang,Historical,Monsoon
Rupa Lake,Kaski,Kaski,Historical,Winter
Nepalgunj,Banke,Banke,Natural,All Year
Bageshwori Temple,Banke,Banke,Adventure,Autumn
Gorkha Durbar,Gorkha,Gorkha,Cultural,Autumn
Api Base Camp,Darchula,Darchula,Wildlife,Monsoon
Dhorpatan Valley,Baglung,Baglung,Natural,All Year
Namobuddha,Kavrepalanchok,Kavrepalanchok,Natural,All Year
Nagi Village,Myagdi,Myagdi,Religious,Autumn
International Mountain Museum,Kaski,Kaski,Historical,Autumn
Daunne Hill,Chitwan,Chitwan,Religious,Winter
Daunne Hill,Chitwan,Chitwan,Cultural,Monsoon
Bhanbhane Pokhari,Okhaldhunga,Okhaldhunga,Historical,Spring
Swayambhunath Stupa,Kathmandu,Kathmandu,Cultural,Autumn
Chhimkeshwori,Dhading,Dhading,Adventure,Winter
Ranighat Palace,Nawalpur,Nawalpur,Natural,Monsoon
Lwang Ghalel Village,Lamjung,Lamjung,Natural,All Year
Chhahara Waterfall,Rukum,Rukum,Natural,Spring
Ghale Gaun,Lamjung,Lamjung,Religious,All Year
Tatopani Hot Spring,Myagdi,Myagdi,Natural,All Year
Dakshinkali Temple,Kathmandu,Kathmandu,Religious,Winter
Pashupatinath Temple,Kathmandu,Kathmandu,Historical,Winter
Bhujung Village,Lamjung,Lamjung,Cultural,Spring
Rukumkot,Rukum,Rukum,Natural,Winter
Ringmo Village,Dolpa,Dolpa,Religious,All Year
Ringmo Village,Dolpa,Dolpa,Wildlife,Winter
Bhaktapur Durbar Square,Bhaktapur,Bhaktapur,Natural,Autumn
Kali Gandaki Gorge,Myagdi,Myagdi,Adventure,All Year
Hetauda Martyrs Park,Makwanpur,Makwanpur,Religious,Winter
Swargadwari,Pyuthan,Pyuthan,Natural,Winter
Salyan Khalanga,Salyan,Salyan,Wildlife,Monsoon
Tsum Valley,Gorkha,Gorkha,Wildlife,Autumn
Dhorpatan Hunting Reserve,Baglung,Baglung,Historical,All Year
Hiranya Varna Mahavihar,Kathmandu,Kathmandu,Wildlife,Spring
Baraha Kshetra,Sunsari,Sunsari,Religious,Monsoon
Madan Ashrit Memorial Park,Chitwan,Chitwan,Natural,Spring
Bhairabi Temple,Dolakha,Dolakha,Historical,All Year
Barpak,Gorkha,Gorkha,Adventure,Monsoon
Baraha Kshetra,Sunsari,Sunsari,Adventure,Monsoon
Jakhera Tal,Unknown,Unknown,Cultural,All Year
Langtang National Park,Rasuwa,Rasuwa,Cultural,Winter
Chepang Hill Trail,Chitwan,Chitwan,Wildlife,Spring
Antu Danda,Ilam,Ilam,Religious,Winter
Dharan Clock Tower,Sunsari,Sunsari,Adventure,Spring
Mallaj,Myagdi,Myagdi,Wildlife,Spring
Jaleshwor Mahadev Temple,Mahottari,Mahottari,Cultural,Spring
Bandipur,Tanahun,Tanahun,Natural,Autumn
Lete,Mustang,Mustang,Historical,Autumn
Dodhara Chandani Bridge,Kailali,Kailali,Historical,Monsoon
Hanuman Dhoka,Kathmandu,Kathmandu,Cultural,Monsoon
Bishazari Tal,Chitwan,Chitwan,Wildlife,Spring
Everest Base Camp,Solukhumbu,Solukhumbu,Cultural,Autumn
Panchthar Tea Garden,Panchthar,Panchthar,Religious,Monsoon
Sirubari,Syangja,Syangja,Historical,Winter
Nagi Village,Myagdi,Myagdi,Religious,Spring
Bhanbhane Pokhari,Okhaldhunga,Okhaldhunga,Natural,Winter
Panauti,Kavrepalanchok,Kavrepalanchok,Adventure,All Year
Jaleshwor Mahadev Temple,Mahottari,Mahottari,Natural,All Year
Tsho Rolpa Lake,Ramechhap,Ramechhap,Historical,Monsoon
Bhotekoshi Bungee Jump,Sindhupalchok,Sindhupalchok,Historical,Spring
Simikot,Humla,Humla,Historical,Monsoon
Panchakanya Hill,Dhading,Dhading,Cultural,Winter
Tansen Bazaar,Palpa,Palpa,Religious,Winter
Gupteshwor Cave,Kaski,Kaski,Cultural,All Year
Tindhare Waterfall,Sindhupalchok,Sindhupalchok,Wildlife,Winter
Bhairabi Temple,Dolakha,Dolakha,Wildlife,Autumn
Tatopani Hot Spring,Myagdi,Myagdi,Historical,Autumn
Chhahara Waterfall,Rukum,Rukum,Natural,Monsoon
Trishuli River View,Nuwakot,Nuwakot,Natural,All Year
Bhedetar Zipline,Dhankuta,Dhankuta,Wildlife,Autumn
Kamalbari Lake,Myagdi,Myagdi,Historical,Winter
Ghodaghodi Lake,Kailali,Kailali,Historical,Autumn
Chamunda Temple,Sindhupalchok,Sindhupalchok,Wildlife,Monsoon
Pathibhara Devi Temple,Taplejung,Taplejung,Wildlife,Autumn
Namche Bazaar,Solukhumbu,Solukhumbu,Cultural,Spring
Hanuman Dhoka,Kathmandu,Kathmandu,Adventure,All Year
Kanyam Tea Garden,Ilam,Ilam,Natural,Monsoon
Gupteshwor Cave,Kaski,Kaski,Wildlife,Spring
Mallaj,Myagdi,Myagdi,Adventure,Spring
Shree Antu Sunrise Point,Ilam,Ilam,Historical,All Year
Palung Valley,Makwanpur,Makwanpur,Wildlife,All Year
Bhimsen Temple,Bhaktapur,Bhaktapur,Religious,Spring
Pashupatinath Temple,Kathmandu,Kathmandu,Natural,Autumn
Koshi Tappu Wildlife Reserve,Sunsari,Sunsari,Wildlife,Winter
Rupa Tal,Kaski,Kaski,Natural,Monsoon
Sindure Pokhari,Unknown,Unknown,Historical,Spring
International Mountain Museum,Kaski,Kaski,Cultural,All Year
Basantapur,Unknown,Unknown,Historical,Spring
Bhedetar Zipline,Dhankuta,Dhankuta,Cultural,All Year
Rukumkot,Rukum,Rukum,Cultural,Monsoon
Tatopani Hot Spring,Myagdi,Myagdi,Natural,Spring
Sarangkot,Kaski,Kaski,Adventure,Monsoon
Tansen Bazaar,Palpa,Palpa,Natural,All Year
Salpa Pokhari,Dolakha,Dolakha,Religious,All Year
Khaireni Hill,Chitwan,Chitwan,Religious,Winter
Shuklaphanta National Park,Kailali,Kailali,Adventure,Autumn
Kulekhani Reservoir,Makwanpur,Makwanpur,Cultural,Winter
Antu Danda,Ilam,Ilam,Natural,Autumn
Dharan Clock Tower,Sunsari,Sunsari,Religious,All Year
Rara Lake,Mugu,Mugu,Historical,Winter
Everest Base Camp,Solukhumbu,Solukhumbu,Wildlife,Spring
Gosaikunda,Rasuwa,Rasuwa,Natural,Autumn
Laprak,Gorkha,Gorkha,Religious,Autumn
Gahawa Mai Temple,Kapilvastu,Kapilvastu,Wildlife,Winter
Bandipur,Tanahun,Tanahun,Religious,Winter
Hetauda Martyrs Park,Makwanpur,Makwanpur,Historical,All Year
Guerrilla Trek,Rolpa,Rolpa,Adventure,Spring
Gorkha Durbar,Gorkha,Gorkha,Wildlife,Winter
Gosaikunda,Rasuwa,Rasuwa,Adventure,All Year
Koshi Barrage,Saptari,Saptari,Adventure,All Year
Sirubari,Syangja,Syangja,Religious,Monsoon
Chitwan National Park,Chitwan,Chitwan,Adventure,Spring
Makalu Base Camp,Sankhuwasabha,Sankhuwasabha,Wildlife,Autumn
